stock_id,stock_name,year,type
3466,致振,2020,normal
3479,安勤,2020,normal
3481,群創,2020,normal
3483,力致,2020,normal
3484,崧騰,2020,normal
3489,森寶,2020,normal
3490,單井,2020,normal
3491,昇達科,2020,normal
3492,長盛,2020,normal
3494,誠研,2020,normal
3498,陽程,2020,normal
3499,環天科,2020,normal
3501,維熹,2020,normal
3504,揚明光,2020,normal
3508,位速,2020,normal
3511,矽瑪,2020,normal
3512,皇龍,2020,normal
3515,華擎,2020,normal
3516,亞帝歐,2020,normal
3518,柏騰,2020,normal
3520,華盈,2020,normal
3521,鴻翊,2020,normal
3522,御頂,2020,normal
3523,迎輝,2020,normal
3526,凡甲,2020,normal
3527,聚積,2020,normal
3528,安馳,2020,normal
3529,力旺,2020,normal
3530,晶相光,2020,normal
3531,先益,2020,normal
3532,台勝科,2020,normal
3533,嘉澤,2020,normal
3535,晶彩科,2020,normal
3536,誠創,2020,normal
3537,堡達,2020,normal
3540,曜越,2020,normal
3541,西柏,2020,normal
3543,州巧,2020,normal
3545,敦泰,2020,normal
3546,宇峻,2020,normal
3548,兆利,2020,normal
3550,聯穎,2020,normal
3551,世禾,2020,normal
3552,同致,2020,normal
3555,重鵬,2020,normal
3556,禾瑞亞,2020,normal
3557,嘉威,2020,normal
3558,神準,2020,normal
3563,牧德,2020,normal
3564,其陽,2020,normal
3567,逸昌,2020,normal
3570,大塚,2020,normal
3576,聯合再生,2020,normal
3577,泓格,2020,normal
3580,友威科,2020,normal
3581,博磊,2020,normal
3583,辛耘,2020,normal
3587,閎康,2020,normal
3588,通嘉,2020,normal
3591,艾笛森,2020,normal
3593,力銘,2020,normal
3594,磐儀,2020,normal
3596,智易,2020,normal
3597,映興,2020,normal
3605,宏致,2020,normal
3607,谷崧,2020,normal
3609,東林,2020,normal
3611,鼎翰,2020,normal
3615,安可,2020,normal
3617,碩天,2020,normal
3622,洋華,2020,normal
3623,富晶通,2020,normal
3624,光頡,2020,normal
3625,西勝,2020,normal
3628,盈正,2020,normal
3629,地心引力,2020,normal
3630,新鉅科,2020,normal
3631,晟楠,2020,normal
3632,研勤,2020,normal
3642,駿熠電,2020,normal
3645,達邁,2020,normal
3646,艾恩特,2020,normal
3652,精聯,2020,normal
3653,健策,2020,normal
3661,世芯-KY,2020,normal
3663,鑫科,2020,normal
3664,安瑞-KY,2020,normal
3665,貿聯-KY,2020,normal
3666,光耀,2020,normal
3669,圓展,2020,normal
3672,康聯訊,2020,normal
3673,TPK-KY,2020,normal
3675,德微,2020,normal
3679,新至陞,2020,normal
3680,家登,2020,normal
3682,亞太電,2020,normal
3684,榮昌,2020,normal
3685,元創精密,2020,normal
3686,達能,2020,normal
3687,歐買尬,2020,normal
3689,湧德,2020,normal
3691,碩禾,2020,normal
3693,營邦,2020,normal
3694,海華,2020,normal
3701,大眾控,2020,normal
3702,大聯大,2020,normal
3703,欣陸,2020,normal
3704,合勤控,2020,normal
3705,永信,2020,normal
3706,神達,2020,normal
3707,漢磊,2020,normal
3708,上緯投控,2020,normal
3709,鑫聯大投控,2020,normal
3710,連展投控,2020,normal
3711,日月光投控,2020,normal
3712,永崴投控,2020,normal
3713,新晶投控,2020,normal
4102,永日,2020,normal
4104,佳醫,2020,normal
4105,東洋,2020,normal
4106,雃博,2020,normal
4107,邦特,2020,normal
4108,懷特,2020,normal
4109,加捷生醫,2020,normal
4111,濟生,2020,normal
4113,聯上,2020,normal
4114,健喬,2020,normal
4116,明基醫,2020,normal
4119,旭富,2020,normal
4120,友華,2020,normal
4121,優盛,2020,normal
4123,晟德,2020,normal
4126,太醫,2020,normal
4127,天良,2020,normal
4128,中天,2020,normal
4129,聯合,2020,normal
4130,健亞,2020,normal
4131,晶宇,2020,normal
4133,亞諾法,2020,normal
4137,麗豐-KY,2020,normal
4138,曜亞,2020,normal
4139,馬光-KY,2020,normal
4141,龍燈-KY,2020,normal
4142,國光生,2020,normal
4147,中裕,2020,normal
4148,全宇生技-KY,2020,normal
4152,台微體,2020,normal
4153,鈺緯,2020,normal
4154,康樂-KY,2020,normal
4155,訊映,2020,normal
4157,太景*-KY,2020,normal
4160,創源,2020,normal
4161,聿新科,2020,normal
4162,智擎,2020,normal
4163,鐿鈦,2020,normal
4164,承業醫,2020,normal
4167,松瑞藥,2020,normal
4168,醣聯,2020,normal
4171,瑞基,2020,normal
4173,久裕,2020,normal
4174,浩鼎,2020,normal
4175,杏一,2020,normal
4183,福永生技,2020,normal
4188,安克,2020,normal
4190,佐登-KY,2020,normal
4192,杏國,2020,normal
4198,欣大健康,2020,normal
4205,中華食,2020,normal
4207,環泰,2020,normal
4303,信立,2020,normal
4304,勝昱,2020,normal
4305,世坤,2020,normal
4306,炎洲,2020,normal
4401,東隆興,2020,normal
4402,福大,2020,normal
4406,新昕纖,2020,normal
4413,飛寶企業,2020,normal
4414,如興,2020,normal
4416,三圓,2020,normal
4417,金洲,2020,normal
4419,元勝,2020,normal
4420,光明,2020,normal
4426,利勤,2020,normal
4429,聚紡,2020,normal
4430,耀億,2020,normal
4432,銘旺實,2020,normal
4433,興采,2020,normal
4438,廣越,2020,normal
4439,冠星-KY,2020,normal
4502,健信,2020,normal
4503,金雨,2020,normal
4506,崇友,2020,normal
4510,高鋒,2020,normal
4513,福裕,2020,normal
4523,永彰,2020,normal
4526,東台,2020,normal
4527,方土霖,2020,normal
4528,江興鍛,2020,normal
4529,淳紳,2020,normal
4530,宏易,2020,normal
4532,瑞智,2020,normal
4533,協易機,2020,normal
4534,慶騰,2020,normal
4535,至興,2020,normal
4536,拓凱,2020,normal
4538,大詠城,2020,normal
4540,全球傳動,2020,normal
4541,晟田,2020,normal
4542,科嶠,2020,normal
4543,萬在,2020,normal
4545,銘鈺,2020,normal
4549,桓達,2020,normal
4550,長佳,2020,normal
4551,智伸科,2020,normal
4552,力達-KY,2020,normal
4554,橙的,2020,normal
4555,氣立,2020,normal
4556,旭然,2020,normal
4557,永新-KY,2020,normal
4560,強信-KY,2020,normal
4561,健椿,2020,normal
4562,穎漢,2020,normal
4563,百德,2020,normal
4564,元翎,2020,normal
4566,時碩工業,2020,normal
4568,科際精密,2020,normal
4571,鈞興-KY,2020,normal
4572,駐龍,2020,normal
4576,大銀微系統,2020,normal
4580,捷流閥業,2020,normal
4581,光隆精密-KY,2020,normal
4609,唐鋒,2020,normal
4702,中美實,2020,normal
4706,大恭,2020,normal
4707,磐亞,2020,normal
4711,永純,2020,normal
4712,南璋,2020,normal
4714,永捷,2020,normal
4716,大立,2020,normal
4720,德淵,2020,normal
4721,美琪瑪,2020,normal
4722,國精化,2020,normal
4726,永昕,2020,normal
4728,雙美,2020,normal
4729,熒茂,2020,normal
4735,豪展,2020,normal
4736,泰博,2020,normal
4737,華廣,2020,normal
4739,康普,2020,normal
4741,泓瀚,2020,normal
4743,合一,2020,normal
4744,皇將,2020,normal
4745,合富-KY,2020,normal
4746,台耀,2020,normal
4747,強生,2020,normal
4754,國碳科,2020,normal
4755,三福化,2020,normal
4760,勤凱科技,2020,normal
4763,材料-KY,2020,normal
4764,雙鍵,2020,normal
4766,南寶,2020,normal
4767,誠泰科技,2020,normal
4803,VHQ-KY,2020,normal
4804,大略-KY,2020,normal
4806,昇華,2020,normal
4807,日成-KY,2020,normal
4903,聯光通,2020,normal
4904,遠傳,2020,normal
4905,台聯電,2020,normal
4906,正文,2020,normal
4907,富宇,2020,normal
4908,前鼎,2020,normal
4909,新復興,2020,normal
